IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
176.116.21.157,2086,80,false,LHR,Europe,London,169,0.00
16.63.251.69,2087,80,false,MXP,Europe,Milan,169,0.00
18.157.78.22,2086,80,false,FRA,Europe,Frankfurt,169,0.00
176.116.21.185,2096,80,false,LHR,Europe,London,169,0.00
15.161.74.249,2083,80,false,MXP,Europe,Milan,169,0.00
52.18.205.36,2053,80,false,DUB,Europe,Dublin,169,0.00
15.161.215.18,2053,80,false,MXP,Europe,Milan,169,0.00
99.80.238.19,2083,80,false,DUB,Europe,Dublin,169,0.00
3.70.92.227,2095,80,false,FRA,Europe,Frankfurt,169,0.00
15.161.74.249,2086,80,false,MXP,Europe,Milan,169,0.00
79.125.15.17,2052,80,false,DUB,Europe,Dublin,169,0.00
176.116.21.98,2086,80,false,LHR,Europe,London,169,0.00
15.161.215.18,2087,80,false,MXP,Europe,Milan,169,0.00
18.102.5.243,2083,80,false,MXP,Europe,Milan,170,0.00
15.161.186.110,2083,80,false,MXP,Europe,Milan,170,0.00
18.192.93.64,80,80,false,FRA,Europe,Frankfurt,170,0.00
52.18.205.36,2095,80,false,DUB,Europe,Dublin,170,0.00
99.80.238.19,2082,80,false,DUB,Europe,Dublin,170,0.00
54.155.155.196,2086,80,false,DUB,Europe,Dublin,170,0.00
176.116.21.132,2086,80,false,LHR,Europe,London,170,0.00
176.116.21.101,2052,80,false,LHR,Europe,London,170,0.00
176.116.21.88,2083,80,false,LHR,Europe,London,170,0.00
15.160.80.28,2053,80,false,MXP,Europe,Milan,170,0.00
18.184.215.43,8080,443,true,FRA,Europe,Frankfurt,170,0.00
15.161.186.110,2082,80,false,MXP,Europe,Milan,170,0.00
3.120.137.26,2096,80,false,FRA,Europe,Frankfurt,170,0.00
176.116.21.74,2096,80,false,LHR,Europe,London,170,0.00
176.116.21.220,2052,80,false,LHR,Europe,London,171,0.00
35.178.92.164,2052,80,false,ORD,North America,Chicago,171,0.00
3.68.62.122,80,80,false,FRA,Europe,Frankfurt,171,0.00
15.161.215.18,2096,80,false,MXP,Europe,Milan,171,0.00
176.116.21.136,2087,80,false,LHR,Europe,London,171,0.00
176.116.21.80,2083,80,false,LHR,Europe,London,171,0.00
3.120.137.26,2086,80,false,FRA,Europe,Frankfurt,171,0.00
18.169.167.46,80,80,false,LHR,Europe,London,171,0.00
15.236.116.199,2052,80,false,CDG,Europe,Paris,171,0.00
99.80.238.19,2053,80,false,DUB,Europe,Dublin,171,0.00
15.160.80.28,2096,80,false,MXP,Europe,Milan,171,0.00
176.116.21.159,2082,80,false,LHR,Europe,London,171,0.00
176.116.21.141,2082,80,false,LHR,Europe,London,171,0.00
35.152.82.124,2083,80,false,MXP,Europe,Milan,171,0.00
176.116.21.75,2095,80,false,LHR,Europe,London,171,0.00
15.188.168.174,2082,80,false,CDG,Europe,Paris,171,0.00
15.160.250.170,2095,80,false,MXP,Europe,Milan,171,0.00
18.193.131.26,80,80,false,FRA,Europe,Frankfurt,171,0.00
18.157.106.177,2087,80,false,FRA,Europe,Frankfurt,171,0.00
3.71.124.67,2087,80,false,FRA,Europe,Frankfurt,171,0.00
176.116.21.108,2086,80,false,LHR,Europe,London,171,0.00
176.116.21.161,2053,80,false,LHR,Europe,London,171,0.00
176.116.21.102,2052,80,false,LHR,Europe,London,171,0.00
3.120.89.139,80,80,false,FRA,Europe,Frankfurt,171,0.00
99.80.238.19,2052,80,false,DUB,Europe,Dublin,172,0.00
176.116.21.142,2083,80,false,LHR,Europe,London,172,0.00
3.67.232.136,80,80,false,FRA,Europe,Frankfurt,172,0.00
18.159.137.214,2096,80,false,FRA,Europe,Frankfurt,172,0.00
18.195.205.127,80,80,false,FRA,Europe,Frankfurt,172,0.00
54.155.155.196,2087,80,false,DUB,Europe,Dublin,172,0.00
18.196.165.11,80,80,false,FRA,Europe,Frankfurt,172,0.00
176.116.21.100,2082,80,false,LHR,Europe,London,172,0.00
79.125.15.17,2053,80,false,DUB,Europe,Dublin,172,0.00
35.152.82.124,2096,80,false,MXP,Europe,Milan,172,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,172,0.00
176.116.21.102,2082,80,false,LHR,Europe,London,172,0.00
15.161.215.18,2086,80,false,MXP,Europe,Milan,172,0.00
176.116.21.85,2053,80,false,LHR,Europe,London,172,0.00
176.116.21.137,2082,80,false,LHR,Europe,London,173,0.00
15.236.116.199,2082,80,false,CDG,Europe,Paris,173,0.00
176.116.21.89,2095,80,false,LHR,Europe,London,173,0.00
3.70.92.227,2087,80,false,FRA,Europe,Frankfurt,173,0.00
176.116.21.77,2082,80,false,LHR,Europe,London,173,0.00
15.236.116.199,2083,80,false,CDG,Europe,Paris,173,0.00
52.18.205.36,2086,80,false,DUB,Europe,Dublin,173,0.00
18.159.137.214,2087,80,false,FRA,Europe,Frankfurt,173,0.00
35.157.240.237,80,80,false,FRA,Europe,Frankfurt,174,0.00
16.63.33.251,2095,80,false,ZRH,Europe,Zurich,174,0.00
16.63.33.251,2086,80,false,ZRH,Europe,Zurich,174,0.00
79.125.15.17,2052,80,false,DUB,Europe,Dublin,174,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,174,0.00
54.216.89.4,2052,80,false,DUB,Europe,Dublin,174,0.00
176.116.21.93,2087,80,false,LHR,Europe,London,174,0.00
16.63.33.251,2087,80,false,ZRH,Europe,Zurich,174,0.00
176.116.21.40,2052,80,false,LHR,Europe,London,174,0.00
52.29.224.33,80,80,false,FRA,Europe,Frankfurt,174,0.00
35.178.92.164,8443,80,false,ORD,North America,Chicago,174,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,174,0.00
15.236.116.199,2096,80,false,CDG,Europe,Paris,174,0.00
176.116.21.123,2095,80,false,LHR,Europe,London,174,0.00
15.188.168.174,2095,80,false,CDG,Europe,Paris,174,0.00
176.116.21.138,2083,80,false,LHR,Europe,London,174,0.00
176.116.21.83,2095,80,false,LHR,Europe,London,174,0.00
176.116.21.141,2053,80,false,LHR,Europe,London,174,0.00
176.116.21.41,2086,80,false,LHR,Europe,London,174,0.00
176.116.21.139,2096,80,false,LHR,Europe,London,174,0.00
35.178.92.164,2053,80,false,ORD,North America,Chicago,174,0.00
15.188.168.174,2083,80,false,CDG,Europe,Paris,175,0.00
99.80.238.19,2086,80,false,DUB,Europe,Dublin,175,0.00
18.202.149.25,2052,80,false,DUB,Europe,Dublin,175,0.00
176.116.21.157,2053,80,false,LHR,Europe,London,175,0.00
176.116.21.152,2096,80,false,LHR,Europe,London,175,0.00
15.160.15.255,2096,80,false,MXP,Europe,Milan,175,0.00
176.116.21.147,2096,80,false,LHR,Europe,London,175,0.00
176.116.21.109,2053,80,false,LHR,Europe,London,175,0.00
176.116.21.101,2083,80,false,LHR,Europe,London,175,0.00
15.160.15.255,2083,80,false,MXP,Europe,Milan,175,0.00
176.116.21.86,2096,80,false,LHR,Europe,London,175,0.00
15.161.186.110,2086,80,false,MXP,Europe,Milan,176,0.00
15.160.252.181,2095,80,false,MXP,Europe,Milan,176,0.00
54.216.89.4,2053,80,false,DUB,Europe,Dublin,176,0.00
176.116.21.77,2083,80,false,LHR,Europe,London,176,0.00
176.116.21.140,2096,80,false,LHR,Europe,London,176,0.00
176.116.21.74,2082,80,false,LHR,Europe,London,176,0.00
54.155.155.196,2095,80,false,DUB,Europe,Dublin,176,0.00
35.178.92.164,2095,80,false,ORD,North America,Chicago,176,0.00
176.116.21.133,2052,80,false,LHR,Europe,London,176,0.00
176.116.21.73,2082,80,false,LHR,Europe,London,176,0.00
176.116.21.81,2087,80,false,LHR,Europe,London,176,0.00
35.178.92.164,2082,80,false,ORD,North America,Chicago,176,0.00
15.160.19.149,2053,80,false,MXP,Europe,Milan,176,0.00
176.116.21.103,2053,80,false,LHR,Europe,London,176,0.00
176.116.21.91,2096,80,false,LHR,Europe,London,176,0.00
176.116.21.123,2087,80,false,LHR,Europe,London,176,0.00
176.116.21.32,2082,80,false,LHR,Europe,London,176,0.00
176.116.21.102,2095,80,false,LHR,Europe,London,176,0.00
176.116.21.152,2086,80,false,LHR,Europe,London,177,0.00
16.63.33.251,2083,80,false,ZRH,Europe,Zurich,177,0.00
176.116.21.141,2083,80,false,LHR,Europe,London,177,0.00
176.116.21.152,2087,80,false,LHR,Europe,London,177,0.00
3.66.115.225,80,80,false,FRA,Europe,Frankfurt,177,0.00
15.161.215.18,2082,80,false,MXP,Europe,Milan,177,0.00
176.116.21.102,2083,80,false,LHR,Europe,London,177,0.00
176.116.21.152,2083,80,false,LHR,Europe,London,177,0.00
15.160.14.66,2095,80,false,MXP,Europe,Milan,177,0.00
15.160.252.181,2082,80,false,MXP,Europe,Milan,177,0.00
18.196.70.197,80,80,false,FRA,Europe,Frankfurt,177,0.00
15.160.14.66,2053,80,false,MXP,Europe,Milan,178,0.00
15.160.252.181,2086,80,false,MXP,Europe,Milan,178,0.00
15.161.216.233,2086,80,false,MXP,Europe,Milan,178,0.00
18.102.5.243,2052,80,false,MXP,Europe,Milan,178,0.00
16.63.251.69,2095,80,false,MXP,Europe,Milan,178,0.00
176.116.21.124,2087,80,false,LHR,Europe,London,178,0.00
16.170.154.165,2096,443,true,AMS,Europe,Amsterdam,178,0.00
176.116.21.136,2083,80,false,LHR,Europe,London,178,0.00
176.116.21.89,2086,80,false,LHR,Europe,London,178,0.00
15.160.250.170,2086,80,false,MXP,Europe,Milan,178,0.00
176.116.21.136,2082,80,false,LHR,Europe,London,178,0.00
18.202.149.25,2087,80,false,DUB,Europe,Dublin,178,0.00
13.48.36.215,2095,80,false,ARN,Europe,Stockholm,179,0.00
3.120.76.162,2053,80,false,FRA,Europe,Frankfurt,179,0.00
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,179,0.00
15.161.74.249,2082,80,false,MXP,Europe,Milan,179,0.00
16.170.140.5,80,80,false,ARN,Europe,Stockholm,179,0.00
15.160.15.101,2083,80,false,MXP,Europe,Milan,179,0.00
13.48.140.41,2082,80,false,ARN,Europe,Stockholm,179,0.00
176.116.21.105,2083,80,false,LHR,Europe,London,179,0.00
13.49.119.167,2096,80,false,ARN,Europe,Stockholm,179,0.00
13.48.140.41,2095,80,false,ARN,Europe,Stockholm,179,0.00
13.48.36.215,2052,80,false,ARN,Europe,Stockholm,179,0.00
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,179,0.00
13.48.36.215,2053,80,false,ARN,Europe,Stockholm,179,0.00
13.49.119.167,2095,80,false,ARN,Europe,Stockholm,179,0.00
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,179,0.00
18.102.5.243,2086,80,false,MXP,Europe,Milan,179,0.00
13.48.140.41,2052,80,false,ARN,Europe,Stockholm,180,0.00
15.161.186.110,2087,80,false,MXP,Europe,Milan,180,0.00
13.48.36.215,2083,80,false,ARN,Europe,Stockholm,180,0.00
15.161.40.69,2095,80,false,MXP,Europe,Milan,180,0.00
15.161.215.18,2095,80,false,MXP,Europe,Milan,180,0.00
13.51.138.200,2082,80,false,ARN,Europe,Stockholm,180,0.00
15.161.74.249,2087,80,false,MXP,Europe,Milan,180,0.00
52.53.226.228,80,80,false,SJC,North America,San Jose,180,0.00
3.127.55.133,80,80,false,FRA,Europe,Frankfurt,180,0.00
15.160.80.28,2082,80,false,MXP,Europe,Milan,180,0.00
15.160.80.28,2095,80,false,MXP,Europe,Milan,181,0.00
18.157.106.177,2083,80,false,FRA,Europe,Frankfurt,181,0.00
3.68.31.54,80,80,false,FRA,Europe,Frankfurt,181,0.00
18.202.149.25,2095,80,false,DUB,Europe,Dublin,181,0.00
15.160.15.101,2086,80,false,MXP,Europe,Milan,181,0.00
52.18.205.36,2096,80,false,DUB,Europe,Dublin,181,0.00
176.116.21.124,2053,80,false,LHR,Europe,London,181,0.00
18.102.5.243,2087,80,false,MXP,Europe,Milan,181,0.00
15.160.14.66,2087,80,false,MXP,Europe,Milan,181,0.00
18.198.227.161,80,80,false,FRA,Europe,Frankfurt,181,0.00
15.160.14.66,2083,80,false,MXP,Europe,Milan,181,0.00
15.160.19.149,2087,80,false,MXP,Europe,Milan,181,0.00
18.157.78.22,2053,80,false,FRA,Europe,Frankfurt,181,0.00
3.120.76.162,2096,80,false,FRA,Europe,Frankfurt,181,0.00
15.160.15.255,2095,80,false,MXP,Europe,Milan,182,0.00
15.160.80.28,2052,80,false,MXP,Europe,Milan,182,0.00
3.120.76.162,2086,80,false,FRA,Europe,Frankfurt,182,0.00
15.161.215.18,2052,80,false,MXP,Europe,Milan,182,0.00
15.236.116.199,2087,80,false,CDG,Europe,Paris,182,0.00
15.160.19.149,2095,80,false,MXP,Europe,Milan,182,0.00
54.177.71.208,80,8080,false,SJC,North America,San Jose,182,0.00
13.36.63.124,2095,80,false,CDG,Europe,Paris,182,0.00
15.160.19.149,2086,80,false,MXP,Europe,Milan,182,0.00
15.161.74.249,2095,80,false,MXP,Europe,Milan,182,0.00
16.63.55.49,2087,80,false,MXP,Europe,Milan,182,0.00
13.36.63.124,2087,80,false,CDG,Europe,Paris,182,0.00
176.116.21.101,2053,80,false,LHR,Europe,London,182,0.00
15.160.252.181,2096,80,false,MXP,Europe,Milan,182,0.00
176.116.21.140,2083,80,false,LHR,Europe,London,182,0.00
176.116.21.32,2083,80,false,LHR,Europe,London,182,0.00
18.202.149.25,2096,80,false,DUB,Europe,Dublin,182,0.00
176.116.21.142,2052,80,false,LHR,Europe,London,183,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,183,0.00
176.116.21.83,2053,80,false,LHR,Europe,London,183,0.00
3.120.76.162,2087,80,false,FRA,Europe,Frankfurt,183,0.00
15.161.74.249,2052,80,false,MXP,Europe,Milan,183,0.00
13.36.253.240,2053,80,false,CDG,Europe,Paris,183,0.00
176.116.21.123,2053,80,false,LHR,Europe,London,183,0.00
176.116.21.220,2095,80,false,LHR,Europe,London,183,0.00
54.155.155.196,2052,80,false,DUB,Europe,Dublin,183,0.00
176.116.21.142,2087,80,false,LHR,Europe,London,183,0.00
176.116.21.100,2052,80,false,LHR,Europe,London,184,0.00
18.196.93.254,80,80,false,FRA,Europe,Frankfurt,184,0.00
99.80.238.19,2096,80,false,DUB,Europe,Dublin,184,0.00
54.194.162.247,80,80,false,DUB,Europe,Dublin,184,0.00
176.116.21.116,2053,80,false,LHR,Europe,London,184,0.00
13.48.36.215,2096,80,false,ARN,Europe,Stockholm,184,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,184,0.00
35.178.92.164,8880,80,false,ORD,North America,Chicago,185,0.00
18.157.78.22,2087,80,false,FRA,Europe,Frankfurt,185,0.00
15.160.250.170,2053,80,false,MXP,Europe,Milan,185,0.00
176.116.21.74,2087,80,false,LHR,Europe,London,185,0.00
13.48.140.41,2096,80,false,ARN,Europe,Stockholm,185,0.00
15.160.15.101,2053,80,false,MXP,Europe,Milan,185,0.00
15.188.168.174,2052,80,false,CDG,Europe,Paris,185,0.00
13.49.119.167,2052,80,false,ARN,Europe,Stockholm,185,0.00
18.202.149.25,2053,80,false,DUB,Europe,Dublin,185,0.00
15.160.15.255,2082,80,false,MXP,Europe,Milan,185,0.00
18.102.5.243,2082,80,false,MXP,Europe,Milan,185,0.00
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,185,0.00
13.48.36.215,2087,80,false,ARN,Europe,Stockholm,186,0.00
13.51.138.200,2096,80,false,ARN,Europe,Stockholm,186,0.00
16.63.55.49,2096,80,false,MXP,Europe,Milan,186,0.00
3.70.92.227,2052,80,false,FRA,Europe,Frankfurt,186,0.00
13.49.6.192,2082,80,false,ARN,Europe,Stockholm,186,0.00
176.116.21.105,2082,80,false,LHR,Europe,London,186,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,186,0.00
13.36.162.145,2053,80,false,CDG,Europe,Paris,186,0.00
176.116.21.73,2053,80,false,LHR,Europe,London,187,0.00
13.48.140.41,2083,80,false,ARN,Europe,Stockholm,187,0.00
176.116.21.103,2052,80,false,LHR,Europe,London,187,0.00
13.36.162.145,2086,80,false,CDG,Europe,Paris,187,0.00
16.63.251.69,2083,80,false,MXP,Europe,Milan,187,0.00
79.125.15.17,2053,80,false,DUB,Europe,Dublin,187,0.00
99.80.238.19,2087,80,false,DUB,Europe,Dublin,187,0.00
18.102.5.243,2053,80,false,MXP,Europe,Milan,187,0.00
176.116.21.108,2052,80,false,LHR,Europe,London,187,0.00
176.116.21.152,2095,80,false,LHR,Europe,London,187,0.00
13.36.162.145,2095,80,false,CDG,Europe,Paris,188,0.00
13.53.47.110,2096,80,false,ARN,Europe,Stockholm,188,0.00
15.161.40.69,2087,80,false,MXP,Europe,Milan,188,0.00
15.161.40.69,2053,80,false,MXP,Europe,Milan,188,0.00
52.18.205.36,2052,80,false,DUB,Europe,Dublin,188,0.00
15.160.252.181,2087,80,false,MXP,Europe,Milan,189,0.00
15.160.19.149,2082,80,false,MXP,Europe,Milan,189,0.00
176.116.21.85,2052,80,false,LHR,Europe,London,189,0.00
18.159.137.214,2095,80,false,FRA,Europe,Frankfurt,189,0.00
13.49.6.192,2096,80,false,ARN,Europe,Stockholm,189,0.00
13.53.47.110,2087,80,false,ARN,Europe,Stockholm,189,0.00
13.51.138.200,2083,80,false,ARN,Europe,Stockholm,189,0.00
15.161.186.110,2053,80,false,MXP,Europe,Milan,189,0.00
13.53.47.110,2082,80,false,ARN,Europe,Stockholm,190,0.00
13.48.36.215,2086,80,false,ARN,Europe,Stockholm,190,0.00
3.120.76.162,2052,80,false,FRA,Europe,Frankfurt,190,0.00
15.160.15.255,2086,80,false,MXP,Europe,Milan,190,0.00
15.160.15.101,2087,80,false,MXP,Europe,Milan,190,0.00
15.161.40.69,2096,80,false,MXP,Europe,Milan,190,0.00
15.160.250.170,2082,80,false,MXP,Europe,Milan,190,0.00
3.69.0.8,80,80,false,FRA,Europe,Frankfurt,190,0.00
13.48.140.41,2087,80,false,ARN,Europe,Stockholm,191,0.00
163.123.174.219,2082,80,false,PDX,North America,Portland,191,0.00
18.156.209.101,80,80,false,FRA,Europe,Frankfurt,191,0.00
18.159.105.97,80,80,false,FRA,Europe,Frankfurt,191,0.00
3.120.137.26,2095,80,false,FRA,Europe,Frankfurt,191,0.00
35.91.5.109,2052,80,false,ORD,North America,Chicago,191,0.00
13.49.119.167,2087,80,false,ARN,Europe,Stockholm,191,0.00
3.120.137.26,2082,80,false,FRA,Europe,Frankfurt,191,0.00
163.123.174.36,2052,80,false,SEA,North America,Seattle,192,0.00
163.123.174.219,2083,80,false,PDX,North America,Portland,192,0.00
163.123.174.16,2095,80,false,SEA,North America,Seattle,192,0.00
15.160.250.170,2052,80,false,MXP,Europe,Milan,192,0.00
163.123.174.23,2082,80,false,PDX,North America,Portland,192,0.00
163.123.174.219,2095,80,false,PDX,North America,Portland,192,0.00
163.123.174.253,2082,80,false,SEA,North America,Seattle,192,0.00
18.157.78.22,2095,80,false,FRA,Europe,Frankfurt,192,0.00
13.51.138.200,2086,80,false,ARN,Europe,Stockholm,192,0.00
163.123.174.248,2053,80,false,SEA,North America,Seattle,192,0.00
163.123.174.50,2083,80,false,PDX,North America,Portland,192,0.00
13.49.119.167,2082,80,false,ARN,Europe,Stockholm,192,0.00
15.160.80.28,2086,80,false,MXP,Europe,Milan,192,0.00
163.123.174.225,2096,80,false,SEA,North America,Seattle,192,0.00
163.123.174.201,2053,80,false,PDX,North America,Portland,193,0.00
13.49.6.192,2087,80,false,ARN,Europe,Stockholm,193,0.00
13.53.47.110,2053,80,false,ARN,Europe,Stockholm,193,0.00
163.123.174.36,2096,80,false,SEA,North America,Seattle,193,0.00
50.112.212.129,80,8080,false,SEA,North America,Seattle,193,0.00
163.123.174.217,2095,80,false,SEA,North America,Seattle,193,0.00
163.123.174.51,2086,80,false,PDX,North America,Portland,193,0.00
163.123.174.219,2053,80,false,PDX,North America,Portland,193,0.00
35.91.5.109,80,80,false,ORD,North America,Chicago,193,0.00
163.123.174.59,2053,80,false,PDX,North America,Portland,193,0.00
163.123.174.50,2087,80,false,PDX,North America,Portland,193,0.00
163.123.174.205,2052,80,false,SEA,North America,Seattle,194,0.00
163.123.174.16,2087,80,false,SEA,North America,Seattle,194,0.00
163.123.174.217,2096,80,false,SEA,North America,Seattle,194,0.00
163.123.174.205,2053,80,false,SEA,North America,Seattle,194,0.00
18.185.254.189,80,80,false,FRA,Europe,Frankfurt,194,0.00
163.123.174.23,2086,80,false,PDX,North America,Portland,194,0.00
52.18.205.36,2087,80,false,DUB,Europe,Dublin,194,0.00
15.160.15.255,2087,80,false,MXP,Europe,Milan,194,0.00
163.123.174.205,2086,80,false,SEA,North America,Seattle,194,0.00
163.123.174.225,2053,80,false,SEA,North America,Seattle,194,0.00
15.188.84.105,80,80,false,CDG,Europe,Paris,194,0.00
163.123.174.225,2052,80,false,SEA,North America,Seattle,194,0.00
163.123.174.23,2095,80,false,PDX,North America,Portland,194,0.00
163.123.174.205,2096,80,false,SEA,North America,Seattle,195,0.00
163.123.174.42,2053,80,false,SEA,North America,Seattle,195,0.00
163.123.174.214,2096,80,false,PDX,North America,Portland,195,0.00
3.120.137.26,2052,80,false,FRA,Europe,Frankfurt,195,0.00
163.123.174.214,2095,80,false,PDX,North America,Portland,195,0.00
163.123.174.210,2086,80,false,SEA,North America,Seattle,195,0.00
163.123.174.214,2087,80,false,PDX,North America,Portland,195,0.00
163.123.174.217,2053,80,false,SEA,North America,Seattle,195,0.00
163.123.174.42,2096,80,false,SEA,North America,Seattle,195,0.00
163.123.174.252,2096,80,false,SEA,North America,Seattle,195,0.00
163.123.174.219,2087,80,false,PDX,North America,Portland,195,0.00
163.123.174.217,2052,80,false,SEA,North America,Seattle,196,0.00
163.123.174.17,2095,80,false,PDX,North America,Portland,196,0.00
163.123.174.59,2095,80,false,PDX,North America,Portland,196,0.00
163.123.174.17,2083,80,false,PDX,North America,Portland,196,0.00
163.123.174.252,2053,80,false,SEA,North America,Seattle,196,0.00
163.123.174.252,2086,80,false,SEA,North America,Seattle,196,0.00
35.86.94.173,80,80,false,PDX,North America,Portland,196,0.00
54.68.88.54,80,8080,false,PDX,North America,Portland,196,0.00
54.213.241.206,80,8080,false,PDX,North America,Portland,196,0.00
163.123.174.16,2096,80,false,SEA,North America,Seattle,196,0.00
163.123.174.205,2087,80,false,SEA,North America,Seattle,196,0.00
163.123.174.217,2083,80,false,SEA,North America,Seattle,196,0.00
163.123.174.205,2095,80,false,SEA,North America,Seattle,196,0.00
163.123.174.225,2095,80,false,SEA,North America,Seattle,196,0.00
163.123.174.24,2087,80,false,PDX,North America,Portland,196,0.00
163.123.174.42,2082,80,false,SEA,North America,Seattle,196,0.00
163.123.174.232,2087,80,false,PDX,North America,Portland,196,0.00
35.91.5.109,2086,80,false,ORD,North America,Chicago,197,0.00
163.123.174.217,2082,80,false,SEA,North America,Seattle,197,0.00
163.123.174.23,2096,80,false,PDX,North America,Portland,197,0.00
35.160.18.63,80,8080,false,SEA,North America,Seattle,197,0.00
163.123.174.42,2087,80,false,SEA,North America,Seattle,197,0.00
35.91.5.109,8880,80,false,ORD,North America,Chicago,197,0.00
54.213.94.219,80,8080,false,SEA,North America,Seattle,197,0.00
163.123.174.219,2086,80,false,PDX,North America,Portland,197,0.00
163.123.174.42,2086,80,false,SEA,North America,Seattle,197,0.00
35.91.5.109,2082,80,false,ORD,North America,Chicago,197,0.00
54.213.92.168,80,8080,false,SEA,North America,Seattle,197,0.00
163.123.174.42,2095,80,false,SEA,North America,Seattle,197,0.00
163.123.174.50,2095,80,false,PDX,North America,Portland,197,0.00
163.123.174.217,2086,80,false,SEA,North America,Seattle,198,0.00
163.123.174.16,2052,80,false,SEA,North America,Seattle,198,0.00
35.91.5.109,2096,80,false,ORD,North America,Chicago,198,0.00
163.123.174.23,2052,80,false,PDX,North America,Portland,198,0.00
163.123.174.59,2087,80,false,PDX,North America,Portland,198,0.00
13.49.119.167,2083,80,false,ARN,Europe,Stockholm,198,0.00
163.123.174.217,2087,80,false,SEA,North America,Seattle,198,0.00
163.123.174.17,2087,80,false,PDX,North America,Portland,198,0.00
163.123.174.23,2053,80,false,PDX,North America,Portland,198,0.00
163.123.174.236,2053,80,false,PDX,North America,Portland,198,0.00
35.91.5.109,2083,80,false,ORD,North America,Chicago,198,0.00
163.123.174.205,2082,80,false,SEA,North America,Seattle,198,0.00
163.123.174.36,2087,80,false,SEA,North America,Seattle,198,0.00
13.51.138.200,2053,80,false,ARN,Europe,Stockholm,199,0.00
163.123.174.205,2083,80,false,SEA,North America,Seattle,199,0.00
163.123.174.42,2083,80,false,SEA,North America,Seattle,199,0.00
163.123.174.36,2082,80,false,SEA,North America,Seattle,199,0.00
163.123.174.232,2096,80,false,PDX,North America,Portland,199,0.00
163.123.174.17,2082,80,false,PDX,North America,Portland,199,0.00
163.123.174.36,2053,80,false,SEA,North America,Seattle,199,0.00
163.123.174.36,2083,80,false,SEA,North America,Seattle,199,0.00
163.123.174.219,2052,80,false,PDX,North America,Portland,199,0.00
163.123.174.219,2096,80,false,PDX,North America,Portland,200,0.00
163.123.174.17,2096,80,false,PDX,North America,Portland,200,0.00
163.123.174.16,2086,80,false,SEA,North America,Seattle,200,0.00
13.49.6.192,2095,80,false,ARN,Europe,Stockholm,200,0.00
163.123.174.249,2053,80,false,SEA,North America,Seattle,200,0.00
163.123.174.16,2053,80,false,SEA,North America,Seattle,200,0.00
51.17.192.69,443,80,false,MXP,Europe,Milan,200,0.00
35.91.5.109,2087,80,false,ORD,North America,Chicago,200,0.00
35.91.5.109,2095,80,false,ORD,North America,Chicago,200,0.00
35.91.5.109,8443,80,false,ORD,North America,Chicago,200,0.00
163.123.174.23,2087,80,false,PDX,North America,Portland,200,0.00
13.51.138.200,2095,80,false,ARN,Europe,Stockholm,201,0.00
163.123.174.59,2052,80,false,PDX,North America,Portland,201,0.00
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,201,0.00
51.17.192.69,80,80,false,MXP,Europe,Milan,201,0.00
13.53.47.110,2095,80,false,ARN,Europe,Stockholm,201,0.00
13.49.6.192,2053,80,false,ARN,Europe,Stockholm,201,0.00
13.49.119.167,2086,80,false,ARN,Europe,Stockholm,208,0.00
13.48.36.215,2082,80,false,ARN,Europe,Stockholm,212,0.00
3.144.191.4,80,80,false,CMH,North America,Columbus,215,0.00
3.141.95.66,80,8080,false,CMH,North America,Columbus,215,0.00
18.216.55.100,80,80,false,CMH,North America,Columbus,216,0.00
18.188.154.165,443,443,true,ORD,North America,Chicago,220,0.00
3.23.238.192,80,80,false,ATL,North America,Atlanta,220,0.00
52.60.241.195,2086,80,false,YUL,North America,Montréal,239,0.00
52.60.241.195,2052,80,false,YUL,North America,Montréal,240,0.00
3.97.1.47,2053,80,false,YUL,North America,Montréal,240,0.00
52.60.241.195,2096,80,false,YUL,North America,Montréal,240,0.00
3.96.246.140,2095,80,false,YUL,North America,Montréal,241,0.00
3.96.246.140,2083,80,false,YUL,North America,Montréal,241,0.00
52.60.241.195,2083,80,false,YUL,North America,Montréal,242,0.00
3.96.246.140,2082,80,false,YUL,North America,Montréal,243,0.00
3.97.1.47,2096,80,false,YUL,North America,Montréal,243,0.00
3.96.246.140,2052,80,false,YUL,North America,Montréal,243,0.00
52.60.241.195,2082,80,false,YUL,North America,Montréal,243,0.00
52.60.241.195,2095,80,false,YUL,North America,Montréal,243,0.00
3.97.1.47,2083,80,false,YUL,North America,Montréal,244,0.00
52.60.241.195,2053,80,false,YUL,North America,Montréal,244,0.00
3.97.1.47,2052,80,false,YUL,North America,Montréal,244,0.00
3.97.1.47,2082,80,false,YUL,North America,Montréal,245,0.00
3.96.246.140,2053,80,false,YUL,North America,Montréal,246,0.00
